Model,Dataset,Metric,Value
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,0.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,betweenness,1.0
GRAPHER,ENZYMES,betweenness,0.0
Data,ENZYMES,clustering,391.0
GRAPHER,ENZYMES,clustering,432.8
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,1.0
GRAPHER,ENZYMES,clustering,0.3
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,4.1
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.1
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,1.3
Data,ENZYMES,clustering,20.0
GRAPHER,ENZYMES,clustering,33.7
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,12.0
GRAPHER,ENZYMES,clustering,13.3
Data,ENZYMES,clustering,1.0
GRAPHER,ENZYMES,clustering,3.3
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,122.0
GRAPHER,ENZYMES,clustering,173.5
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.4
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,1.0
GRAPHER,ENZYMES,clustering,4.8
Data,ENZYMES,clustering,55.0
GRAPHER,ENZYMES,clustering,118.2
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,1.8
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.1
Data,ENZYMES,clustering,6.0
GRAPHER,ENZYMES,clustering,6.6
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,1.0
GRAPHER,ENZYMES,clustering,1.4
Data,ENZYMES,clustering,13.0
GRAPHER,ENZYMES,clustering,39.8
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.1
Data,ENZYMES,clustering,10.0
GRAPHER,ENZYMES,clustering,12.7
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,97.0
GRAPHER,ENZYMES,clustering,141.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,2.6
Data,ENZYMES,clustering,545.0
GRAPHER,ENZYMES,clustering,653.4
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,5.0
GRAPHER,ENZYMES,clustering,0.5
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,13.0
GRAPHER,ENZYMES,clustering,8.8
Data,ENZYMES,clustering,1.0
GRAPHER,ENZYMES,clustering,0.3
Data,ENZYMES,clustering,250.0
GRAPHER,ENZYMES,clustering,263.5
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,6.0
GRAPHER,ENZYMES,clustering,3.6
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,33.0
GRAPHER,ENZYMES,clustering,41.7
Data,ENZYMES,clustering,5.0
GRAPHER,ENZYMES,clustering,0.4
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,571.0
GRAPHER,ENZYMES,clustering,482.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.1
Data,ENZYMES,clustering,16.0
GRAPHER,ENZYMES,clustering,6.4
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,98.0
GRAPHER,ENZYMES,clustering,70.3
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,702.0
GRAPHER,ENZYMES,clustering,537.4
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,10.0
GRAPHER,ENZYMES,clustering,6.6
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,3.0
GRAPHER,ENZYMES,clustering,0.6
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,81.0
GRAPHER,ENZYMES,clustering,48.8
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,3.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,0.0
GRAPHER,ENZYMES,clustering,0.0
Data,ENZYMES,clustering,442.0
GRAPHER,ENZYMES,clustering,323.4
Data,ENZYMES,degree,8.0
GRAPHER,ENZYMES,degree,45.8
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,53.5
GRAPHER,ENZYMES,degree,118.3
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,53.5
GRAPHER,ENZYMES,degree,112.5
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,623.5
GRAPHER,ENZYMES,degree,526.5
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,623.5
GRAPHER,ENZYMES,degree,508.1
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,640.0
GRAPHER,ENZYMES,degree,549.9
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,640.0
GRAPHER,ENZYMES,degree,538.5
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,325.5
GRAPHER,ENZYMES,degree,366.1
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,325.5
GRAPHER,ENZYMES,degree,358.3
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,80.5
GRAPHER,ENZYMES,degree,129.7
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,80.5
GRAPHER,ENZYMES,degree,122.2
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,26.0
GRAPHER,ENZYMES,degree,31.3
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,26.0
GRAPHER,ENZYMES,degree,22.3
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,4.0
GRAPHER,ENZYMES,degree,5.4
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRAPHER,ENZYMES,degree,0.0
Data,ENZYMES,degree,4.0
GRAPHER,ENZYMES,degree,4.8
Data,ENZYMES,orbit,164.1
GRAPHER,ENZYMES,orbit,112.9
Data,ENZYMES,orbit,100.0
GRAPHER,ENZYMES,orbit,105.3
Data,ENZYMES,orbit,112.8
GRAPHER,ENZYMES,orbit,100.9
Data,ENZYMES,orbit,147.7
GRAPHER,ENZYMES,orbit,106.5
Data,ENZYMES,orbit,119.3
GRAPHER,ENZYMES,orbit,105.1
Data,ENZYMES,orbit,112.4
GRAPHER,ENZYMES,orbit,101.6
Data,ENZYMES,orbit,89.4
GRAPHER,ENZYMES,orbit,97.8
Data,ENZYMES,orbit,82.1
GRAPHER,ENZYMES,orbit,84.4
Data,ENZYMES,orbit,68.4
GRAPHER,ENZYMES,orbit,78.8
Data,ENZYMES,orbit,66.5
GRAPHER,ENZYMES,orbit,80.1
Data,ENZYMES,orbit,80.3
GRAPHER,ENZYMES,orbit,81.2
Data,ENZYMES,orbit,114.9
GRAPHER,ENZYMES,orbit,102.7
Data,ENZYMES,orbit,108.5
GRAPHER,ENZYMES,orbit,87.4
Data,ENZYMES,orbit,83.8
GRAPHER,ENZYMES,orbit,77.8
Data,ENZYMES,orbit,63.3
GRAPHER,ENZYMES,orbit,77.1
Data,ENZYMES,orbit,42.5
GRAPHER,ENZYMES,orbit,51.7
Data,ENZYMES,orbit,23.5
GRAPHER,ENZYMES,orbit,36.7
Data,ENZYMES,orbit,25.8
GRAPHER,ENZYMES,orbit,33.0
Data,ENZYMES,orbit,21.1
GRAPHER,ENZYMES,orbit,23.2
Data,ENZYMES,orbit,18.0
GRAPHER,ENZYMES,orbit,19.3
Data,ENZYMES,orbit,24.6
GRAPHER,ENZYMES,orbit,19.3
Data,ENZYMES,orbit,21.4
GRAPHER,ENZYMES,orbit,17.7
Data,ENZYMES,orbit,18.6
GRAPHER,ENZYMES,orbit,18.6
Data,ENZYMES,orbit,16.3
GRAPHER,ENZYMES,orbit,21.0
Data,ENZYMES,orbit,18.8
GRAPHER,ENZYMES,orbit,16.2
Data,ENZYMES,orbit,14.7
GRAPHER,ENZYMES,orbit,17.6
Data,ENZYMES,orbit,19.5
GRAPHER,ENZYMES,orbit,14.1
Data,ENZYMES,orbit,12.3
GRAPHER,ENZYMES,orbit,11.3
Data,ENZYMES,orbit,9.4
GRAPHER,ENZYMES,orbit,16.5
Data,ENZYMES,orbit,6.8
GRAPHER,ENZYMES,orbit,11.8
Data,ENZYMES,orbit,6.0
GRAPHER,ENZYMES,orbit,14.9
Data,ENZYMES,orbit,15.1
GRAPHER,ENZYMES,orbit,9.7
Data,ENZYMES,orbit,7.5
GRAPHER,ENZYMES,orbit,11.2
Data,ENZYMES,orbit,5.5
GRAPHER,ENZYMES,orbit,13.7
Data,ENZYMES,orbit,9.0
GRAPHER,ENZYMES,orbit,11.5
Data,ENZYMES,orbit,12.3
GRAPHER,ENZYMES,orbit,10.6
Data,ENZYMES,orbit,10.3
GRAPHER,ENZYMES,orbit,5.6
Data,ENZYMES,orbit,3.8
GRAPHER,ENZYMES,orbit,6.1
Data,ENZYMES,orbit,4.4
GRAPHER,ENZYMES,orbit,5.4
Data,ENZYMES,orbit,3.8
GRAPHER,ENZYMES,orbit,6.6
Data,ENZYMES,orbit,2.5
GRAPHER,ENZYMES,orbit,6.5
Data,ENZYMES,orbit,6.0
GRAPHER,ENZYMES,orbit,3.8
Data,ENZYMES,orbit,12.2
GRAPHER,ENZYMES,orbit,4.7
Data,ENZYMES,orbit,4.2
GRAPHER,ENZYMES,orbit,4.2
Data,ENZYMES,orbit,7.4
GRAPHER,ENZYMES,orbit,4.2
Data,ENZYMES,orbit,3.6
GRAPHER,ENZYMES,orbit,4.7
Data,ENZYMES,orbit,3.4
GRAPHER,ENZYMES,orbit,5.4
Data,ENZYMES,orbit,2.4
GRAPHER,ENZYMES,orbit,4.0
Data,ENZYMES,orbit,3.4
GRAPHER,ENZYMES,orbit,3.8
Data,ENZYMES,orbit,0.2
GRAPHER,ENZYMES,orbit,4.0
Data,ENZYMES,orbit,0.8
GRAPHER,ENZYMES,orbit,5.8
Data,ENZYMES,orbit,3.6
GRAPHER,ENZYMES,orbit,6.6
Data,ENZYMES,orbit,2.0
GRAPHER,ENZYMES,orbit,3.2
Data,ENZYMES,orbit,0.4
GRAPHER,ENZYMES,orbit,4.8
Data,ENZYMES,orbit,2.0
GRAPHER,ENZYMES,orbit,6.2
Data,ENZYMES,orbit,5.2
GRAPHER,ENZYMES,orbit,3.8
Data,ENZYMES,orbit,2.2
GRAPHER,ENZYMES,orbit,3.4
Data,ENZYMES,orbit,0.0
GRAPHER,ENZYMES,orbit,5.2
Data,ENZYMES,orbit,1.8
GRAPHER,ENZYMES,orbit,6.4
Data,ENZYMES,orbit,0.2
GRAPHER,ENZYMES,orbit,5.2
Data,ENZYMES,orbit,3.4
GRAPHER,ENZYMES,orbit,5.0
Data,ENZYMES,orbit,1.6
GRAPHER,ENZYMES,orbit,4.8
Data,ENZYMES,orbit,0.4
GRAPHER,ENZYMES,orbit,4.0
Data,ENZYMES,orbit,0.2
